title,url,date,header,arrangor,medvirkende,om_arrangementet
"Kva veit vi om samanhengane mellom arealbruk, naturmangfald og klima?",https://www.arendalsuka.no/programsok/details/25350,2024-08-15T11:00,"KVA VEIT VI OM SAMANHENGANE MELLOM AREALBRUK, NATURMANGFALD OG KLIMA?",Vestlandsforsking,"Eva Falleth, Områdedirektør, Noregs forskingsråd
Erlend Nilsen, Seniorforskar, NINA
Kyrre Groven, Seniorforskar, Vestlandsforsking
Liv Guri Velle, Forskar, NIBIO
Thomas Christian Kiland-Langeland, Fagdirektør, Statsforvaltaren i Agder
Carlo Aall (debattleiar), Leiande seniorforskar, Vestlandsforsking","Arelabruksendringar er den viktigaste grunnen til tap av naturmangfald. Arealbruk påverkar dessutan økosystemtenester som karbonopptak/lagring i jordsmonn og vegetasjon, og naturen si evne til å gjere oss meir klimarobuste. To eksempel: Når vi bygger veg gjennom ei myr, vil framtidig karbonlagringsevne bli redusert, CO2 bli frigjort og området kan bli meir flaumutsett. Utbygging av fornybar energi er arealkrevjande og kjem lett i konflikt med andre miljømål.
I nyare tid har vi forstått at natur- og klimakrisene er tett samanvevde og må løysast i samanheng, men det har mangla ein god oversikt over kunnskapen på området. Forskingsrådet har derfor fått utarbeidd to oppsummeringar av forskingsbasert kunnskap om samanhengar mellom arealbruk og arealbruksendringar i Norge og effektar på og utfordringar for naturmangfald, økosystemtenester, klimatilpassing, karbonopptak og -lagring.
Dette arrangementet blir ein sofadiskusjon mellom representantar for Forskingsrådet, miljøforvaltninga og dei to forskingsmiljøa som har gjennomført kunnskapsoppsummeringane (NINA og Vestlandsforsking). Vi vil trekke fram viktige funn om forskingslitteraturen, peike på  kunnskapshol og diskutere kva som skal til for å skaffe den kunnskapen som manglar."
AVLYST - Reisen til det marine avfallet - hva skjer på land?,https://www.arendalsuka.no/programsok/details/25286,2024-08-15T11:00,AVLYST - REISEN TIL DET MARINE AVFALLET - HVA SKJER PÅ LAND?,"Norges Fiskarlag, SALT",N/A,"Marin forsøpling er en stor utfordring for naturen, havet, kysten, fiskerinæringen og samfunnet. Fiskeflåten spiller en viktig rolle i arbeidet for å forebygge ytterligere marin forsøpling og for å rydde havet, men hva skjer når avfallet er kommet på land? Hva er avfallets videre verdikjede? Kan det gjenvinnes og har dagens produsenter ansvar for å legge til rette for gjenvinning? 
Norges Fiskarlag og SALT inviterer til faglige innlegg og panelsamtale om disse spørsmålene."
Vår framtid blir til nå,https://www.arendalsuka.no/programsok/details/23646,2024-08-15T11:30,VÅR FRAMTID BLIR TIL NÅ,"Nordisk Ministerråd, Cicero","Maria Timman Mjaaland, Ungdomsdelegat til Klimatoppmøtet COP29, LNU
Asbjørn Torvanger, Seniorforsker, Cicero
Andreas Bjelland Eriksen, Klima- og miljøminister, Arbeiderpartiet
Camilla Skjelsbæk Gramstad, Bærekraftsdirektør, Elkjøp","Det er påmelding via denne lenken til dette arrangementet. Vi gjør det sånn på grunn av plassbegrensning og for at dere som kommer som gruppe skal få en best mulig opplevelse av arrangementet.  
Hvis du lurer på noe, kan du kontakte kontaktpersonen som er oppført nedenfor.
Vi står midt i den grønne omstillingen og kampen for å begrense oppvarmingen så nær 1,5 gradersmålet som mulig, innenfor naturens tålegrenser. Omstillingen må gå raskt i hele verden, også i Norden. At unge stemmer, morgendagens ledere, blir hørt om sine visjoner for hvordan vi skal leve i 2050 og hvordan vi skal komme dit, er avgjørende. I kampanjen «Vår framtid blir til nå» vil vi skape dialog om veien frem til nullutslippssamfunnet mellom barn og unge i aldersgruppen 10-25 år, beslutningstakere og forskere.
I denne workshopen står unge stemmer for en klima- og naturvennlig livsstil sentralt. Er det jordbær eller sjokolade som må være med i din hverdag om 25 år? Eller kanskje en robot, som gjør at du kan bruke mer tid på mennesker rundt deg eller i naturen? Et friskt bad, i et hav som yrer av liv? Vi tar oss frihet til å la publikum og et topplederpanel sammen filosofere kort over hva som gjør deres liv godt, og hva som er aller viktigst å ta med seg inn i framtiden. Så har vi en samtale med utgangspunkt i betraktningene rundt bordet, ledet av blant andre ungdomsdelegat til FNs klimatoppmøte Maria T. Mjaaland. Hovedformålet er å skape en dialog om hva et godt liv er og kan være etter den grønne omstillingen, mellom ulike generasjoner, mellom de som kommer til å sitte i styrende roller i 2050 og de som tar valgene som påvirker vår felles fremtid, nå. 
Bakgrunn
Den grønne omstillingen handler mye om teknikk. Men bare teknikk bremser ikke klimaendringene. Grønn omstilling handler om å forandre hele samfunnet, måten vi tenker på og våre liv. Men hvordan skal vi få det til – og kanskje til og med bli lykkeligere?
I debatten om å bli utslippsfri glemmer man ofte bort å peke på hva menneskeheten vinner gjennom å velge en vei fremfor en annen. Det er lettere å sette søkelys på hva vi kan miste, noe som igjen kan føre til uvilje mot å handle. I rapporten «Nordic visions of a climate neutral society» er inngangen en annen. I den løftes det positive frem. Rapporten er tenkt som et startpunkt for diskusjoner om positive visjoner av hva det betyr å leve klimanøytralt i de nordiske landene. Rapporten er også et forsøk på å avmystifisere begrepet klimanøytralitet. Hvilke positive endringer kan nullutslipp innebære for innbyggerne? Og hvorfor er det verdt å etterstrebe? Hva vi kan lære av andre nordiske land og hva er det er lurt å samarbeide om? Undersøkelser viser at nordmenn frykter konsekvenser av klimaendringene.Krig, kriser og konflikter gjør også at både unge og eldre mister troen på en lysere fremtid. Med kanskje det finnes håp likevel, etter den grønne omstillingen?"
Hva kan verden lære av Norges storskala lekegrind for elektrisk transport?,https://www.arendalsuka.no/programsok/details/23127,2024-08-15T11:30,HVA KAN VERDEN LÆRE AV NORGES STORSKALA LEKEGRIND FOR ELEKTRISK TRANSPORT?,Elnett 21,"Anette Sigmundstad, Lufthavndirektør, Avinor
Trond Winther, Administrerende direktør, Lnett
Åsta Våland Veen, Teknisksjef, Stavangerregionen Havn
Ronny Fiuren, Forretningsutvikler, Forus Næringspark
Odd Andre Hjelkrem, Forskningsleder elektrisk transport, SINTEF","Med 40 millioner kroner i Enova-støtte har pilotprosjektet Elnett21 testet ut løsninger for elektrisk transport i havn, på vei og flyplass i stor skala. Nå kommer verden til Nord-Jæren for å høste erfaringer fra Elnett21 – men er dette nok til å hindre en kamp om kraften?
34 prosent av norske klimagassutslipp kommer fra transport. I 2022 var de samlede utslippene fra transport 16,4 millioner tonn CO2 –ekvivalenter viser tall fra SSB. Vi må derfor få mer transport over på fornybar energi for å lykkes med å redusere klimagassutslippene i Norge. 
Bli med på debatt om hvilke løsninger og utfordringer knyttet til å gjøre transport til vei, luft og sjø utslippsfri.
Dette har Elnett21 bidratt til:
Rogalands største bakkemonterte solcelleanlegg er installert på Stavanger lufthavn, Sola og de har også etablert en batteripakke som kan lagre 560 kilowattimer. Lufthavnen har jobbet med reduksjon av forbruk, smart styringssystem, batteripakker og solcelleanlegg for å gjøre seg klar for elektriske kjøretøy og elfly. Et elfly kan representere en hel lufthavn i effektforbruk.
I dag er 33% av all transport i Forus Næringspark elektrisk, viser data fra data fra bomringene. Blant annet er 60 prosent av de 300 bilene til Rogaland Taxi elektriske. 
I Risavika kan tre offshorefartøy lades med landstrøm samtidig, og landstrømanlegget utvides i disse dager. I 2023 ble det totalt levert 2,4 millioner kWh til landstrømanlegg i Risavika.  Gjennom Elnett21 er det installert solcelleanlegg i kombinasjon med batteri og energistyring.  Den første elektriske containertrucken med CCS-lader i verden er tatt i bruk i Risavika havn hos Westport."
Hvordan løse kraftkrisen for lokal industri og næringsliv?,https://www.arendalsuka.no/programsok/details/25210,2024-08-15T12:00,HVORDAN LØSE KRAFTKRISEN FOR LOKAL INDUSTRI OG NÆRINGSLIV?,"Multiconsult, Hydro Rein, Solenergiklyngen","Marianne Wergeland Jenssen, Hydro Rein
Munir Jaber, fagansvarlig for energi, ZERO
Hanne Simensen, Hydro Aluminium
Petter Ellefsen, Frier Vest
Sigrid Sunde, Rådgiver, Multiconsult
Jarand Hole, Senioringeniør, NVE
Anita Orlund, Solenergiklyngen","I mange norske kommuner finnes nærings- og industriparker med et stort og voksende behov for fornybar kraft. Samtidig går vi mot et kraftunderskudd og nettkapasiteten er sprengt. «Kortreist kraft», produksjon av sol- og vindkraft lokalt, gjerne koblet med batteripakker og energilagring kan være en konfliktfri løsning på utfordringen.
I dette arrangementet belyser vi kraftbehovet til norsk industri og næringsliv, og ser på løsninger for å produsere mer energi lokalt. Hvilke grå arealer kan vi benytte, hvordan kan vi produsere kraften og hvilket potensial ligger her? Hvilken rolle har norske kommuner i å legge forholdene til rette for næringsliv og kraftproduksjon?
Solenergiklyngen og Multiconsult legger frem en ny studie som viser potensialet for fornybar kraftproduksjon på grå arealer i Norge.
For å finne fram til de gode løsningene samler vi sentrale aktører fra industri, energi, klima samt energimyndigheter. Vi inviterer til en engasjerende diskusjon om behovet og løsningene for kortreist fornybar kraft framover."
Kunstig intelligens - miljøversting eller løsningen?,https://www.arendalsuka.no/programsok/details/23087,2024-08-15T12:00,KUNSTIG INTELLIGENS - MILJØVERSTING ELLER LØSNINGEN?,"UiO, Det matematisk-naturvitenskapelige fakultet, SINTEF Digital",N/A,"Den enorme satsingen og utviklingen innen kunstig intelligens tvinger fram en diskusjon om miljøbelastningen ved bruk av informasjons- og kommunikasjonsteknologi. 
Digital og grønn omstilling må skje i tett samspill. Klimaavtrykket til IKT sammenlignes gjerne med den globale flyindustrien. Energi- og vannforbruket øker i takt med teknologiutviklingen. Samtidig er digitale teknologier en forutsetning for å løse klima- og naturkrisen. Vi trenger grønn informatikk, forskning og utvikling av IKT som muliggjør det grønne skiftet. 
Grønn informatikk betyr:
Teknologiutvikling som bruker færre naturressurser, som strøm eller sjeldne metaller. Det betyr bedre algoritmer og maskinlæring eller mer effektiv datakommunikasjon.
Bruk av informasjonsteknologi for bærekraftig omstilling. For eksempel i industri, transport eller offentlig sektor.
På dette møtet får du en innføring i grønn informatikk og en panelsamtale om næringslivets og samfunnets behov for en grønn digital omstilling. 
Program
Introduksjon v/ Dekan Solveig Kristensen, Det Matematisk-naturvitenskaplige fakultet
Hva er grønn informatikk? v/Instituttleder Stephan Oepen, Professor Michael Welzl og Professor Lilja Øvrelid, Institutt for informatikk (UiO)
Digital grønn fremtid v/ Forskningsleder Signe Riemer Sørensen, SINTEF Digital
Grønn regnekraft i Norge v/ Daglig leder Gunnar Bøe, Sigma2
  Panelsamtale 
Panelet består av representanter fra Teknologirådet, Google Norge, Å Energi, SINTEF Digital og Institutt for informatikk ved UiO. 
Samtalen ledes av Vebjørn Bakken, direktør ved UiO: energi og miljø. 
  Oppsummering v/ Dekan Solveig Kristensen og Instituttleder Stephan Oepen"
Norsk tekstil - innovasjon og nye verdikjeder i landbruket?,https://www.arendalsuka.no/programsok/details/24117,2024-08-15T12:00,NORSK TEKSTIL - INNOVASJON OG NYE VERDIKJEDER I LANDBRUKET?,Nordenfjeldske Fibershed,"Nina Alsborn, Grunnlegger/styreleder, Nordenfjeldske Fibershed
Karen Boye, Daglig leder, SYD Interiør
Ingvild Helliesen Steinsland, Daglig leder, Kleiven Alpakka
Trude Ertresvåg, CSO - Bærekraftsansvarlig, Devold
Marius Næss, Direktør for innkjøp og forretningsutvikling i Norden, Snøhetta","Nordenfjeldske Fibershed er en landsdekkende grasrotorganisasjon. Vi jobber for å gi underutnyttede og lavt verdsatte naturlige, fornybare tekstile ressurser fra norsk landbruk verdi. Vårt Fibershed er et møtested hvor designere, kunstnere, tekstilindustri, håndverkere, kunder, bønder, forskningsmiljøer og universiteter kan samles. Sammen kan vi jobbe for en mer bærekraftig, lokal og norsk tekstilproduksjon. Bli med på interessante foredrag og en engasjerende paneldebatt hvor vi løfter frem de store utfordringene fornybare tekstile naturmaterialer står i – både fra et lokalt, nasjonalt og internasjonalt perspektiv.
  Ønsker du å lære mer om hvilke utfordringer den tekstile grasroten i Norge står innfor, men også hvor mange som per i dag jobber aktivt for å produsere både klær og tekstiler til deg av lokale råvarer i Norge?
  Kom og besøk oss for å høre hva både store og små aktører innen norsk tekstilnæring har å si om dagens utfordringer og fremtidens løsninger!"
Korleis ser ein arealpolitikk som integrerer natur- og klimaomsyn ut?,https://www.arendalsuka.no/programsok/details/24812,2024-08-15T12:10,KORLEIS SER EIN AREALPOLITIKK SOM INTEGRERER NATUR- OG KLIMAOMSYN UT?,"Vestlandsforsking, Vestland fylkeskommune","Iselin Helløy, Prosjektleiar, Vestland fylkeskommune
Signe Nybø, Forskningssjef, NINA
Halvard D. Lægreid, Spesielrådgiver, KS
Synnøve Stalheim, Seksjonsleiar, Vestland fylkeskommune
Andreas B. Eriksen, Klima- og miljøminister, Regjeringen
Bengt Solheim-Olsen, Ordførar, Kinn kommune
Eivind Brendehaug, Seniorforskar, Vestlandsforsking
Kjartan Alexander Lunde, Gruppeleiar Venstre, Rogaland fylkesting","Regjeringa har sett i gang arbeid for å utvikle betre data og metodikk for arealrekneskap, og fleire FOU miljø er engasjerte. Ein rettleiar frå KDD er lansert, men den tar i liten grad stilling til fylkeskommunen sin rolle, sjølv om det er dei som i stor grad lagar arealrekneskapa som kommunane bruker i sin planlegging. Desse bygger bl.a. på arealressurskart (AR5) utvikla for jord- og skogbruk, men fleire har peikt på at dette er for mangelfullt for med tanke på natur. Samstundes er Miljødirektoratet i gang med utvikling av grunnlaget for arealrekneskap som skal vere i samsvar med dei internasjonale standardane (vedteke av FN og EU) for økosystemrekneskap. Målet er at dette skal vere klart på nasjonalt og regionalt nivå i 2026. 
Forventningane til arealrekneskap i kommunane og fylkeskommunane er å styre arealbruk slik at klimaomsyn og ivaretaking av naturmangfald vert sett i samanheng, men hittil har Regjeringa i lita grad gått inn i denne utfordringa. Når vil vi få en nasjonal arealpolitikk som integrerer klimaomsyn og ivaretaking naturmangfald, og korleis kan denne politikken effektivt følgast opp lokalt?"
Behovet for fornybar kraft – må naturen ofres for klima?,https://www.arendalsuka.no/programsok/details/25229,2024-08-15T12:50,BEHOVET FOR FORNYBAR KRAFT – MÅ NATUREN OFRES FOR KLIMA?,"Multiconsult, Hydro Rein, Solenergiklyngen","Ingvild Kjerkol, leder av energi- og miljøkomiteen Stortinget, Ap
Martin Nymo, Ordfører Målselv kommune, Høyre
Tine Sundtoft, fylkeskommunedirektør, Agder fylkeskommune
Jørn Inge Næss, varaordfører Skien kommune, FrP
Astrid Skrindo, Forsker, NINA
Arvid Moss, styreleder, Hydro Rein
Karianne Thøger Haaverstad, Seksjonsleder, Multiconsult
Mette Kristine Kanestrøm, seksjonsleder, Multiconsult","Vi inviterer til en viktig diskusjon om hvordan vi kan balansere kraftbehov, klimamål og naturmangfold. Sentrale temaer er hvordan vi identifiserer og verner om verdifull natur, hvordan vi restaurerer naturområder og hvordan vi prioritere mellom kraftutbygging og andre samfunnsinteresser som hyttebygging og veiutbygging.
Vi vil også diskutere naturens betydning for samfunnet og økonomisk utvikling, og høre om hvordan fornybarbransjen jobber for å ivareta naturen når de utvikler nye sol- og vindkraftprosjekter.
Er det mulig å skaffe kraft til en konkurransedyktig pris uten å ofre verdifull natur? Hvordan kan vi håndtere naturkrisen samtidig som vi øker produksjonen av fornybar energi? 
Du møter sentrale aktører fra energibransjen, fylkeskommunen og rådgivere innen naturforvaltning og energi. Sentrale politikere belyser hvordan de mener samfunnet kan få tilført nødvendig energi, samtidig som vi bevarer natur."
Uten mat stopper alt,https://www.arendalsuka.no/programsok/details/23565,2024-08-15T13:00,UTEN MAT STOPPER ALT,"Operasjon Dagsverk, Utviklingsfondet, Spire",N/A,"Det er påmelding via denne lenken til dette arrangementet. Vi gjør det sånn på grunn av plassbegrensning og for at dere som kommer som gruppe skal få en best mulig opplevelse av arrangementet.  
Hvis du lurer på noe, kan du kontakte kontaktpersonen som er oppført nedenfor.
Sult stopper med oss ungdommer, men vi kan ikke gjøre alt på en gang. Vi må gjøre det en bit av gangen. Operasjon Dagsverk, Utviklingsfondet og Spire inviterer til engasjerende foredrag og dialog om mat, matsikkerhet og klimatilpasset jordbruk. Hvilken rolle har egentlig ungdommer i kampen for matsikkerhet? 
Forestill deg et liv hvor hver dag er en kamp for mat, hvor skole, deltidsjobb og venner kommer i andre rekke fordi magen er tom. Dette er hverdagen for mange urfolksungdommer i Guatemala, som er årets prosjekt med Operasjon Dagsverk. Utviklingsfondet og Spire vil fortelle om hvordan småbønder jobber for å tilpasse seg en hverdag der de blir hardt rammet av klimaendringene."
