title,url,date,header,arrangor,medvirkende,om_arrangementet
Hvordan få slutt på energisløsing?,https://www.arendalsuka.no/programsok/details/23559,2024-08-13T10:00,HVORDAN FÅ SLUTT PÅ ENERGISLØSING?,"SINTEF Energi AS, FME HighEFF, Norsk Datasenterindustri, Enova, Hafslund Celsio, Prosess21","Petter Røkke, Forskningssjef og leder FME HighEFF, SINTEF Energi
Lars Petter Maltby, Direktør, Prosess21
Stine Bjønnstu Holthe, Norsk Datasenterindustri
Astrid Lilliestråle, Direktør Teknologi- og markedsutvikling, Enova
John Iver Bakken, Leder bærekraft og ytre miljø, Hafslund Celsio
Marianne Jenssen, Head of Energy Solutions, Hydro Rein
Mani Hussaini, Ap
Ådne Naper, SV
Lisbeth Raanes Hansen, Rødt
Mari Henrikke Haga, MDG","Både ny industri og eksisterende industri har behov for mer energi i de nærmeste årene. I tillegg til å produsere mer, må vi bruke energien smartere. Er det mulig å doble energieffektiviteten innen 2030 og innfri de internasjonale forpliktelsene som ble satt under klimatoppmøtet i Dubai, COP28?  
Målet for COP28 på energieffektivisering er å doble den globale raten av forbedringer i energieffektivitet innen 2030, som en del av en bredere strategi for å håndtere klimaendringer og holde den globale oppvarmingen under 1,5°C.  
Hvilke forbedringer kan Norge gjennomføre for å realisere disse målene? Hvor går vi herfra? 
Arrangementet er en del av Energitirsdag – se alle arrangementene her."
"Vi trenger mer biogass, men hvordan? Velkommen til lanseringen av handlingsplan og politikerdebatt",https://www.arendalsuka.no/programsok/details/23892,2024-08-13T10:00,"VI TRENGER MER BIOGASS, MEN HVORDAN? VELKOMMEN TIL LANSERINGEN AV HANDLINGSPLAN OG POLITIKERDEBATT","Biogass Norge, Biogass Oslofjord, Lyse","Nasrin Naimy, Debattleder, Biogass Norge
Marianne Frøystad Ånestad, Konserndirektør for Infrastruktur og sirkulær energi, Lyse
Pia Farstad von Hall, Daglig leder, Biogass Norge
Jone Blikra, Stortingsrepresentant, Arbeiderpartiet
Rasmus Hansson, Stortingsrepresentant, Miljøpartiet De Grønne
Solveig Schytz, fylkesråd for plan, kulturminner, klima og miljø i Akershus, Venstre","Biogass er sirkulær håndtering av avfallsressursene våre, og skaper grønn industri som løser utfordringer i flere sektorer.  Men hvorfor står produksjon av norsk biogass på stedet hvil? Mens vi venter på regjeringens handlingsplan for økt produksjon og bruk av biogass som er ventet til høsten, lanserer biogassbransjen vår egen handlingsplan. En oppskrift på hvordan utviklingen skal ta fart! 
Skal Norge nå klimamålene sine, må vi ha mer norsk produsert biogass. Vi inviterer til lansering av handlingsplan, og politikerdebatt om hvilke grep som må tas for å utløse større produksjon, og hvilke forventninger stortingspartiene har til regjeringens handlingsplan.
Bli med på lansering av handlingsplanen og debatt om fremtiden til norsk biogass! 
Deltakere panelsamtale
Jone Blikra (Ap), medlem i Transport- og kommunikasjonskomiteen
Rasmus Hansson (MDG), medlem i Næringskomiteen
Solveig Schytz (Venstre) fylkesråd for plan, kulturminner, klima og miljø i Akershus
Marianne Frøystad Ånestad, Konserndirektør for Infrastruktur og sirkulær energi, Lyse
Pia Farstad von Hall, daglig leder, Biogass Norge"
Olje & gass – leder vi an i AI-utviklingen?,https://www.arendalsuka.no/programsok/details/24907,2024-08-13T10:00,OLJE & GASS – LEDER VI AN I AI-UTVIKLINGEN?,Coxit & Computerworld,"Camila Medina, Schneider Electric
Susanne Møgster Sperrevik, M Vest Energy AS
Anders Løvøy, Ansvarlig redaktør, Computerworld
Magnus Brøyn, Debattleder","Mange mener lokomotivet olje & gass ikke har fulgt med på AI-løpet som går om dagen. Henger de virkelig etter, og i så fall hvorfor?"
Helelektrisk- hvor elektrifisert er Norge?,https://www.arendalsuka.no/programsok/details/22906,2024-08-13T10:00,HELELEKTRISK- HVOR ELEKTRIFISERT ER NORGE?,"Elektroforeningen, Bellona, Siemens, Å Energi","Marie Loe Halvorsen, Næringspolitisk direktør, Elektroforeningen
Frank Jaegtnes, Administrerende direktør, Elektroforeningen
Harald Solberg, Administrerene direktør, Norsk Industri
Elisabeth Sæther, Statssekretær, Arbeiderpartiet
Frank Bråthen, Direktør, Siemens Digital Industries
Tore Morten Wetterhus, konserndirektør Nett, Å Energi
Gunnar Moe, Daglig leder, Rana Gruber
Christian Eriksen, fagsjef, Bellona
Harald Solberg, Administrerende direktør, Norsk Industri","Innen 2050 kan nesten all bruk av fossile brensler bli erstattet av fornybar elektrisitet. Norge er et foregangsland på elektrifisering, men fortsatt har vi en lang vei å gå. Helelektrisk gir en oversikt over elektrifiseringsgraden i Norge, og har som mål å vise hvilke grep vi kan ta for å redusere Norges klimagassutslipp. På dette arrangementet lanserer vi oppdaterte tall for 2024, og går i dybden på én utvalgt problemstilling: Hvordan kan mineralindustrien i Norge elektrifiseres?
Program:
Konferansier: Marie Loe Halvorsen, næringspolitisk direktør i Elektroforeningen
Hvorfor helelektrisk? v/Frank Jaegtnes, administrerende direktør i Elektroforeningen
Hvordan kan Norge bli verdens første helelektriske samfunn, og hvor langt har vi kommet? v/Christian Eriksen, fagsjef i Bellona
Panelsamtale: Hvordan elektrifisere norsk mineralindustri? Med Frank Bråthen, Direktør, Siemens Digital Industries, Gunnar Moe, daglig leder i Rana Gruber m.fl. 
Hvordan jobber regjeringen med elektrifisering? v/Elisabeth Sæther (AP), statssekretær i Energidepartementet
Oppsummerende samtale med Elisabeth Sæther, Tor Krog, Tore Morten Wetterhus, Christian Eriksen og Frank Jaegtnes
Dette arrangementet arrangeres i samarbeid mellom Å Energi, Bellona, Siemens og EFO."
Fra subsidier til lønnsomhet: Løsninger for flytende havvind,https://www.arendalsuka.no/programsok/details/23777,2024-08-13T10:00,FRA SUBSIDIER TIL LØNNSOMHET: LØSNINGER FOR FLYTENDE HAVVIND,"Niord, Gard, DNV","Georg Nygaard, CEO, Niord
Magne Nilsen, Managing Director, Gard, UK
Sille Grjotheim, Landsjef Norge Renewable Certification, DNV
Erik Henriksen, VP Offshore Klasse, DNV
Christian Sjødin, SVP New Markets, Fred Olsen Seawind
Sebastian Bringsværd, Norgessjef, Mainstream
Per Lund, CEO, Odfjell Ocean Wind","Flytende havvind er et av de store satsningsområdene i det grønne skiftet og det brukes begrep som Norges neste industrieventyr. Men fortsatt hersker det usikkerhet knyttet til både tildeling, regulering og oppstart av prosjekter. Kostnadene er store, marginene er små, og industrien er stadig avhengig av betydelige subsidier.
Hvordan kan flytende havvind bli mer lønnsomt? Sitter bransjen selv på noe av nøkkelen for å få det til å flyte? Og hva kan forsikrings-, klasse-, og sertifiseringsselskaper bidra med for å gjøre havvind mer økonomisk bærekraftig?
Bli med når Gard, NIORD og DNV inviterer til debatt om fremtidens flytende havvind  og om det finnes farbare veier til lønnsom kraftproduksjon til havs?
Vel møtt!"
Hvordan gjør vi solceller populært igjen?,https://www.arendalsuka.no/programsok/details/23751,2024-08-13T10:00,HVORDAN GJØR VI SOLCELLER POPULÆRT IGJEN?,"NHO Elektro, Huseiernes Landsforbund, Norske Boligbyggelags Landsforbund (NBBL), Norsk Eiendom, EL og IT Forbundet","Elisabeth Sæther, Statssekretær, Energidepartementet (Ap)
Tone Tellevik Dahl, Adm. dir., Norsk Eiendom
Geir Ove Kulseth, Forbundsleder, EL og IT Forbundet
Ove Guttormsen, Administrerende direktør, NHO Elektro
Linda Ørstavik Ôberg, Energipolitisk rådgiver, Huseierne
Ketil Krogstad, Spesialrådgiver, NBBL
Svend Boye, Partner, Thema Consulting
Lars Haltbrekken, Stortingets energi- og miljøkomité, SV
Une Bastholm, Stortingets energi- og miljøkomité, MDG
Dag Tore Seierstad, Næringspolitisk direktør, Solenergiklyngen
Birgitte Molstad, Miljødirektør, OBOS","I fjor vedtok Stortinget et mål om 8 TWh solkraft innen 2030. Det innebærer en 15-dobling av alt vi har bygget ut så langt, og den 14.mai lanserte regjeringen sin tiltaksplan for å nå solkraftmålet. 
Men er vi på rett vei? I løpet av det siste året har investeringene i private husholdninger kollapset. Enova har kuttet i støtteordningen, regjeringen diskuterer solskatt for folk flest, søknadsprosessene opppleves å være trege og kostbare, gunstige avtaler om solkonto forsvinner fra markedet og det er usikkerhet rundt tilknytningsvilkår, delingsløsninger og avregning av plusskunder.
Hva er egentlig regjeringens plan? Hva tenker Stortinget om utviklingen så langt? Og hvordan kan vi skape engasjement for småskala solcelleproduksjon hos husholdninger og bedrifter?
Finn ut hvordan vi skal gjøre solceller populært igjen, og bli med på en solfylt debatt på Næringslivets Hus!
  Program:
Ordstyrer: Tone Tellevik Dahl, Norsk Eiendom
1. Innledning
Geir Ove Kulseth, EL & IT-forbundet
2. Er solceller lønnsomt?
Svend Boye, Thema Consulting
3. Politikerpanel: Er vi i rute til 8 TWh solkraft?
Elisabeth Sæther, Statssekretær (AP)
Lars Haltbrekken (SV)
Une Bastholm (MDG)
4. Hva skal til for at folk flest investerer i solceller?
Birgitte Molstad, OBOS
5. Fagsamtale: Hvordan gjør vi solceller populært igjen?
Linda Ørstavik Ôbergi, Huseierne
Ove Guttormsen, NHO Elektro
Ketil Krogstad, NBBL
Dag Tore Seierstad, Solenergiklyngen"
"Fangst, transport og lagring av CO2 - Teknologi, skipsdesign, laste- og lossesystemer",https://www.arendalsuka.no/programsok/details/24309,2024-08-13T10:00,"FANGST, TRANSPORT OG LAGRING AV CO2 - TEKNOLOGI, SKIPSDESIGN, LASTE- OG LOSSESYSTEMER",APL,"Anders Vålandsmyr, APL Norway AS
Justas Pleckaitis, Aragon
Frank Wettland, Altera
Erling Ronglan, Ocean Power
Eivind Berstad, Bellona","Utviklere og teknologileverandører presenterer her sine løsninger for CO2 håndtering til havs.
 
Hvordan gjør man fangst, transport og lagring av CO2 økonomisk gjennomførbart?
Gjenbruk av teknologi fra olje og gassindustrien kan gjøre veien kortere til funksjonalitetet, men er basert på en annen økonomisk virkelighet. Hvordan kan teknologiutvikling gjøre offshore karbonlagring til en levedyktig industri som gir et vesentlig bidrag i det grønne skiftet."
En nordisk styrkeposisjon innen hydrogen – hvilken rolle kan Norge spille?,https://www.arendalsuka.no/programsok/details/25099,2024-08-13T10:30,EN NORDISK STYRKEPOSISJON INNEN HYDROGEN – HVILKEN ROLLE KAN NORGE SPILLE?,Nordisk Energiforskning,"Rune Volla, Direktør for energi og energi og energiomstilling, Forskningsrådet
Nils Røkke, Direktør for bærekraft, SINTEF
Edina Ringdal Wickholm, Direktør for dekarbonisering og partnerskap, Yara International
Ada Jakobsen, CEO, Maritime Cleantech
Fridtjof Unander, Sjefsøkonom, Aker Horizons
Kevin Johnsen, COO, Nordisk Energiforskning","Alle de nordiske landene satser på hydrogen som en viktig del av den grønne omstillingen i alt fra industrielle prosesser, maritim transport, energilagring, og som eksportvare til våre europeiske naboer. Utviklingen av Nordens styrkeposisjoner, og oppskaleringen av lokale verdikjeder for hydrogen (hydrogen valleys) – fra fornybare energiressurser, prosessering og infrastruktur til sluttforbruk – er nødvendig for å opprettholde den nordiske regionens lederposisjon. Globalt er de nordiske landene små, men som region kan Norden lede den grønne omstillingen.
Arrangementet vil fokusere på de norske styrkeposisjonene i utvikling av hydrogenverdikjeder i sammenheng med energisamarbeidet i Norden.  Kan hydrogenverdikjeder gjøre Norden til verdens mest bærekraftige region og Europas grønne kraftsentrum? Hvordan kan nordisk samarbeid bidra til å fremme våre nasjonale styrkeposisjoner? Hvilken rolle kan Norge spille?"
Har vi råd til å fortsette med bruk og kast på energiområdet?,https://www.arendalsuka.no/programsok/details/22923,2024-08-13T10:30,HAR VI RÅD TIL Å FORTSETTE MED BRUK OG KAST PÅ ENERGIOMRÅDET?,"Standard Norge, Tekna","Hans Even Helgerud, Spesialrådgiver, Norsk Energi
Hans Petter Rebo, Bransjesjef Elektro og Energi, Norsk Industri
Jacob Mehus, Administrerende direktør, Standard Norge
Kai Johansen, Direktør Operational Excellence, Glencore Nikkelverk
Line Henriette Holten, Generalsekretær, Tekna
Marit Sandbakk, Seniorrådgiver, Enova
Nils Gunnar Gjelsten, Administrerende direktør, Glencore Nikkelverk
Ole Harald Mykland, Administrerende direktør, Hydro Vigelands brug
Petter Egil Røkke, Forskningssjef, Sintef Energi
Stine Skagestad, Leder sirkulær økonomi, Eyde-klyngen
Ruth Astrid Sæter, Møteleder","Europa er i energikrise, og analyser viser Norge kan få utfordringer med både effekt- og energileveranser i mange år framover. For den kraftkrevende industrien er det viktig at Norge opprettholder kraftoverskudd i normalår, for å sikre konkurransedyktige priser. Det er et økt press om raskere utbygging av fornybar energi, men mindre fokus på de enorme mulighetene som ligger i energieffektivisering.  
  Det gjelder også energieffektivisering i industrien. Ifølge SINTEF går det hvert år til spille hele 20 TWh i overskuddsvarme, som kunne vært brukt til andre formål. I EUs Energieffektiviseringsdirektiv er prinsippet «energieffektivisering først». Mens EU i 2023 vedtok et revidert direktiv som skjerper kravene, har Norge ennå ikke implementert direktivet fra 2018. Men har vi egentlig råd til å fortsette med sløsing av energi i industrien? 
  Det er adgangskontroll på Arendal kultur- og rådhus, og det må beregnes noe ekstra tid for å komme inn. Merk at det er ikke tillatt å ta med flasker, paraplyer og liknende gjenstander inn i bygningen."
"Kan norsk grønn energi gjøre datasentre til ""den nye oljen"" ?",https://www.arendalsuka.no/programsok/details/25308,2024-08-13T10:30,"KAN NORSK GRØNN ENERGI GJØRE DATASENTRE TIL ""DEN NYE OLJEN"" ?",Green Mountain,"Jonas Erraia, Partner, Menon Economics
Svein Atle Hagaseth, CEO, Green Mountain
Kathrine Haatvedt, Ordfører (Ap), Tinn kommune
Vigdis Stensby, Ordfører (BBL), Hamar kommune
Tormod Andreassen, Debattleder, Næringsforeningen i Stavangerregionen","Datasentre er en sentral del av den digitale grunnmuren og den kritiske infrastrukturen i Norge.
Green Mountain drifter datasentre i Stavanger, Rjukan, Enebakk og Hamar og er Norges størtse datasenteroperatør. 
Skaper datasentrene lokale arbeidsplasser og gir lokal verdiskapning ?
Green Mountains datasenter på Rjukan har i år 10-års jubileeum. Menon Economics har gjennomført en ringvirkninsanalyse av utbyggingen og driften av datasenteret på Rjukan. Rapporten blir presentert, og vil være svært presis, da man har brukt faktiske innkjøpsdata i forbindelse med utbyggingen og driften. 
Det blir også panlesamtale med ordførerne i Tinn kommune og Hamar kommune om ringvirkninger og effekter som de ser, og om lokal prosess i forkant av etableringen, og når man har kommet i driftsfasen."
"Akademisk kvarter: Slik kan ""batterier"" som lagrer varme kutte strømtopper",https://www.arendalsuka.no/programsok/details/23568,2024-08-13T11:00,"AKADEMISK KVARTER: SLIK KAN ""BATTERIER"" SOM LAGRER VARME KUTTE STRØMTOPPER","SINTEF Energi AS, FME HighEFF, Cartesian",,"Cartesian har utviklet store modulære lagringssystemer for varme og kulde. Disse systemene kan optimalisere energibruken i næringslivet og industrien ved å spare overskuddsenergi til det er behov og jevne ut kapasitetsutnyttelsen i nettet. Du får et kort foredrag i hvordan disse ""batteriene"" fungerer og det blir mulighet for å stille spørsmål fra salen. Cartesian er en ny norsk start-up som har sitt utspring fra SINTEF og forskningssenteret HighEFF.
Arrangementet er en del av Energitirsdag – se alle arrangementene her.
10 minutter foredrag + 5 minutter spørsmål og svar"
Ammoniakk som muliggjører for utslippsfri skipsfart - Hva må til?,https://www.arendalsuka.no/programsok/details/25753,2024-08-13T11:00,AMMONIAKK SOM MULIGGJØRER FOR UTSLIPPSFRI SKIPSFART - HVA MÅ TIL?,Iverson eFuels AS,"Hege Økland, Daglig leder, Iverson eFuels AS
Torfinn Opheim, Samfunnskontakt, Iverson eFuels AS
Runar Hatletvedt, Daglig leder, ASCO Norge AS
Isabelle-Louise Aabel, Kommunikasjonssjef, Kristiansand Havn / Havnesamarbeidet (Stavanger Havn)
Håvard Handeland, Ordfører, Sauda kommune
Morten Sundt, Manager Marine Operations, Equinor
Anne Jorunn Møkster, Daglig leder, Simon Møkster Shipping AS
Liv Kari Eskeland, Stortingsrepresentant Høyre, Stortinget","Arrangementet er en mulighet til å diskutere nærmere hvordan ammoniakk kan bidra til å transformere skipsfartssektoren. Gjennom diskusjon vil vi dykke dypere inn i teknologiens potensial, utfordringer og muligheter. Vi vil også diskutere regulatoriske rammeverk, infrastrukturbehov og internasjonale samarbeid som er avgjørende for å skalere opp bruken av ammoniakk som drivstoff globalt.
Deltakerne vil få innsikt i planlagte investeringer, vårt samarbeid med industripartnere, samt vår visjon for fremtidige innovasjoner innen bærekraftig skipsfart. Vi vil også utforske hvordan denne teknologien kan integreres i eksisterende skip, hvilke fordeler det kan gi for operatører og hvordan det kan bidra til å oppnå Norges ambisiøse mål om klimanøytralitet.
- Ambisiøse mål, men hva må til?
Vi ser frem til å ønske velkommen alle som er interessert i å være med på å forme fremtiden for grønn skipsfart og bidra til å realisere en mer bærekraftig og karbonnøytral fremtid for skipsfartssektoren og samfunnet som helhet."
